MissionID,MissionDate,TheaterOfOperations,Country,AirForce,AircraftSeries,Callsign,TakeoffBase,TakeoffLocation,TakeoffLatitude,TakeoffLongitude,TargetCountry,TargetCity,TargetType,TargetIndustry,TargetLatitude,TargetLongitude,AirborneAircraft,AttackingAircraft,BombingAircraft,AircraftReturned,AircraftFailed,AircraftDamaged,AircraftLost,HighExplosives,HighExplosivesType,HighExplosivesWeight_Pounds_,HighExplosivesWeight_Tons_,IncendiaryDevices,IncendiaryDevicesType,IncendiaryDevicesWeight_Pounds_,IncendiaryDevicesWeight_Tons_,FragmentationDevices,FragmentationDevicesType,FragmentationDevicesWeight_Pounds_,FragmentationDevicesWeight_Tons_,TotalWeight_Pounds_,TotalWeight_Tons_,TimeOverTarget,BombDamageAssessment,SourceID
7314,10-Sep-1943,MTO,GREAT BRITAIN,RAF,LIB,NaN,"OUDNA",TUNISIA,36.649608,10.121936,GREECE,"POTENZA","",,40.63,15.8,13,13,13,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,24,NaN,NaN,699079
7658,12-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"COSENZA","",,39.27,16.25,38,NaN,38,NaN,8,NaN,NaN,76,500 LB GP (GP-M43/M64),NaN,19,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,19,NaN,NaN,NaN
7659,12-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SAPRI","",,40.07,15.63,32,NaN,32,NaN,NaN,NaN,NaN,64,500 LB GP (GP-M43/M64),NaN,16,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,16,NaN,NaN,NaN
7661,12-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"COSENZA","",,39.27,16.25,23,NaN,23,NaN,3,NaN,NaN,46,500 LB GP (GP-M43/M64),NaN,11.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,11.5,NaN,NaN,NaN
7947,13-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AULETTA","",,40.57,15.43,29,NaN,29,NaN,3,NaN,NaN,58,500 LB GP (GP-M43/M64),NaN,14.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,14.5,NaN,NaN,NaN
7948,13-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"COSENZA","",,39.27,16.25,28,NaN,28,NaN,NaN,NaN,NaN,56,500 LB GP (GP-M43/M64),NaN,14,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,14,NaN,NaN,NaN
7952,13-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SALERNO","",,40.67,14.73,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
7953,13-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SALERNO","",,40.67,14.73,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
7954,13-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AULETTA","",,40.57,15.43,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
7955,13-Sep-1943,MTO,GREAT BRITAIN,RAF,LIB,NaN,"OUDNA",TUNISIA,36.649608,10.121936,GREECE,"POTENZA","",,40.63,15.8,6,5,5,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,NaN,166,FLARES,NaN,0,NaN,,NaN,0,NaN,7.5,NaN,NaN,699080
8163,23-Feb-1945,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"VERONA W (PORTA NUOVA) M/Y","",,45.43,11,59,59,59,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,168.87,NaN,NaN,699575
8206,14-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"COSENZA","",,39.27,16.25,74,NaN,74,NaN,NaN,NaN,NaN,148,500 LB GP (GP-M43/M64),NaN,37,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,37,NaN,NaN,NaN
8207,14-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AVELLINO","",ARMAMENT AND ORDNANCE PLANTS,40.9,14.78,26,NaN,26,NaN,1,NaN,NaN,52,500 LB GP (GP-M43/M64),NaN,13,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,13,NaN,NaN,NaN
8209,14-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BATTIPAGLIA","",,40.62,14.97,21,NaN,21,NaN,1,NaN,NaN,42,500 LB GP (GP-M43/M64),NaN,10.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,10.5,NaN,NaN,NaN
8220,14-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AVELLINO","",,40.9,14.78,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8221,14-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BATTIPAGLIA","",,40.62,14.97,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8222,14-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"MONTELLA","",,40.83,15.02,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8223,14-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"POTENZA","",,40.63,15.8,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8224,14-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AULETTA","",,40.57,15.43,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8225,14-Sep-1943,MTO,GREAT BRITAIN,RAF,LIB,NaN,"OUDNA",TUNISIA,36.649608,10.121936,GREECE,"POTENZA","",,40.63,15.8,7,6,6,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,13,NaN,NaN,699081
8503,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"COSENZA","",,39.27,16.25,58,NaN,58,NaN,NaN,NaN,NaN,116,500 LB GP (GP-M43/M64),NaN,29,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,29,NaN,NaN,NaN
8504,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BATTIPAGLIA","",,40.62,14.97,45,NaN,45,NaN,NaN,NaN,NaN,90,500 LB GP (GP-M43/M64),NaN,22.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,22.5,NaN,NaN,NaN
8509,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"EBOLI","",,40.6,15.07,34,NaN,34,NaN,NaN,NaN,NaN,68,500 LB GP (GP-M43/M64),NaN,17,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,17,NaN,NaN,NaN
8511,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AULETTA","",ARMAMENT AND ORDNANCE PLANTS,40.57,15.43,24,NaN,24,NaN,NaN,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
8512,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"PESCOPAGANO","",ARMAMENT AND ORDNANCE PLANTS,40.85,15.4,23,NaN,23,NaN,NaN,NaN,NaN,46,500 LB GP (GP-M43/M64),NaN,11.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,11.5,NaN,NaN,NaN
8523,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"NOCERA","",,40.73,14.62,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8524,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"CAVA","",,45.13,9.12,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8525,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"GRAZZANISE","",,41.1,14.12,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8526,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AVELLINO","",,40.9,14.78,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8527,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"NAPLES","",,40.67,14,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8528,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"MONTELLA","",,40.83,15.02,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8529,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"TORRE ANNUNZIATA","",,40.77,14.43,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8530,15-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"EBOLI","",,40.6,15.07,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8531,15-Sep-1943,MTO,GREAT BRITAIN,RAF,LIB,NaN,"OUDNA",TUNISIA,36.649608,10.121936,GREECE,"POTENZA","",,40.63,15.8,8,7,7,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,NaN,107,FLARES,NaN,0,NaN,,NaN,0,NaN,6.25,NaN,NaN,699082
8873,15-Sep-1943,MTO,GREAT BRITAIN,RAF,HALI,NaN,"OUDNA",TUNISIA,36.649608,10.121936,GREECE,"POTENZA","",,40.63,15.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,0,NaN,NaN,699078
8882,16-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"EBOLI","",,40.6,15.07,40,NaN,40,NaN,NaN,NaN,NaN,80,500 LB GP (GP-M43/M64),NaN,20,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,20,NaN,NaN,NaN
8884,16-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"CAVA DI TIRRENI","",,40.7,14.7,24,NaN,24,NaN,NaN,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
8886,16-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"COSENZA","",,39.27,16.25,23,NaN,23,NaN,1,NaN,NaN,46,500 LB GP (GP-M43/M64),NaN,11.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,11.5,NaN,NaN,NaN
8887,16-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"BARCELLONA","",,38.13,15.22,23,NaN,23,NaN,NaN,NaN,NaN,46,500 LB GP (GP-M43/M64),NaN,11.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,11.5,NaN,NaN,NaN
8896,16-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SARNO","",,40.8,14.6,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8897,16-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"EBOLI","",ARMAMENT AND ORDNANCE PLANTS,40.6,15.07,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8898,16-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"CAVA DI TIRRENI","",ARMAMENT AND ORDNANCE PLANTS,40.7,14.7,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8899,16-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"EBOLI","",,40.6,15.07,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
8900,16-Sep-1943,MTO,GREAT BRITAIN,RAF,LIB,NaN,"OUDNA",TUNISIA,36.649608,10.121936,GREECE,"POTENZA","",,40.63,15.8,7,7,7,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,NaN,107,FLARES,NaN,0,NaN,,NaN,0,NaN,12.5,NaN,NaN,699083
9189,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BATTIPAGLIA","",,40.62,14.97,28,NaN,28,NaN,NaN,NaN,NaN,56,500 LB GP (GP-M43/M64),NaN,14,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,14,NaN,NaN,NaN
9190,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BATTIPAGLIA","",,40.62,14.97,24,NaN,24,NaN,2,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
9191,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"COSENZA","",,39.27,16.25,24,NaN,24,NaN,NaN,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
9192,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SARNO","",ARMAMENT AND ORDNANCE PLANTS,40.8,14.6,24,NaN,24,NaN,NaN,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
9194,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"CALABRITTO","",,40.78,15.22,14,NaN,14,NaN,2,NaN,NaN,28,500 LB GP (GP-M43/M64),NaN,7,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,7,NaN,NaN,NaN
9196,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BATTIPAGLIA","",,40.62,14.97,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9197,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"EBOLI","",,40.6,15.07,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9198,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"EBOLI","",,40.6,15.07,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9199,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AVELLINO","",,40.9,14.78,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9200,17-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SOLOFRA","",,40.82,14.83,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9376,24-Feb-1945,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,ITALY,"BRESCIA E M/Y","",,45.55,10.25,66,66,66,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,184.25,NaN,NaN,698258
9462,18-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BATTIPAGLIA","",,40.62,14.97,21,NaN,21,NaN,NaN,NaN,NaN,42,500 LB GP (GP-M43/M64),NaN,10.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,10.5,NaN,NaN,NaN
9463,18-Sep-1943,MTO,USA,12 AF,A36,NaN,"BARCELONA LANDING GROUND",SICILY,38.216681,15.233294,ITALY,"COSENZA","",,39.27,16.25,20,NaN,20,NaN,NaN,NaN,NaN,40,500 LB GP (GP-M43/M64),NaN,10,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,10,NaN,NaN,NaN
9465,18-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SARNO","",,40.8,14.6,19,NaN,19,NaN,1,NaN,NaN,38,500 LB GP (GP-M43/M64),NaN,9.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,9.5,NaN,NaN,NaN
9467,18-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"POTENZA","",,40.63,15.8,7,NaN,7,NaN,NaN,NaN,NaN,14,500 LB GP (GP-M43/M64),NaN,3.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3.5,NaN,NaN,NaN
9468,18-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AULETTA","",,40.57,15.43,7,NaN,7,NaN,1,NaN,NaN,14,500 LB GP (GP-M43/M64),NaN,3.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3.5,NaN,NaN,NaN
9471,18-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BATTIPAGLIA","",,40.62,14.97,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9472,18-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AVELLINO","",,40.9,14.78,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9473,18-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"BAIANO","",,40.42,14.62,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9564,07-Aug-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MINING IN DANUBE","",,45.27,28.47,2,2,2,NaN,NaN,NaN,NaN,12,1000 LB MINES,NaN,6,NaN,,NaN,0,NaN,,NaN,0,NaN,6,NaN,NaN,698854
9744,19-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"ANDRIA","",,41.22,16.25,31,NaN,31,NaN,1,NaN,NaN,62,500 LB GP (GP-M43/M64),NaN,15.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,15.5,NaN,NaN,NaN
9746,19-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"TEORA","",OIL REFINERIES,40.85,15.25,24,NaN,24,NaN,NaN,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
9752,19-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SAN ANDREA","",,42.8,10.13,17.5,NaN,35,NaN,NaN,NaN,NaN,35,500 LB GP (GP-M43/M64),NaN,8.75,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,8.75,NaN,NaN,NaN
9755,19-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"ANDRIA","",,41.22,16.25,12,NaN,12,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
9765,19-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"POTENZA","",ARMAMENT AND ORDNANCE PLANTS,40.63,15.8,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9766,19-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"CALABRITTO","",,40.78,15.22,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9767,19-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"TEORA","",,40.85,15.25,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
9777,20-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"SALERNO","",,40.67,14.73,20,NaN,20,NaN,NaN,NaN,NaN,40,500 LB GP (GP-M43/M64),NaN,10,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,10,NaN,NaN,NaN
10036,21-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"MONTELLA","",,40.83,15.02,15,NaN,15,NaN,NaN,NaN,NaN,30,500 LB GP (GP-M43/M64),NaN,7.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,7.5,NaN,NaN,NaN
10183,07-Aug-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"SZOMBATHELY A/D","",,47.23,16.62,62,62,62,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,151,NaN,NaN,699324
10320,22-Sep-1943,MTO,USA,12 AF,A36,NaN,"SELE AIRFIELD",ITALY,40.497397,14.943019,ITALY,"NOCERA","",,40.73,14.62,27,NaN,27,NaN,1,NaN,NaN,54,500 LB GP (GP-M43/M64),NaN,13.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,13.5,NaN,NaN,NaN
10324,22-Sep-1943,MTO,USA,12 AF,A36,NaN,"SELE AIRFIELD",ITALY,40.497397,14.943019,ITALY,"CAMERELLE","",ARMAMENT AND ORDNANCE PLANTS,40.73,14.62,20,NaN,20,NaN,NaN,NaN,NaN,40,500 LB GP (GP-M43/M64),NaN,10,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,10,NaN,NaN,NaN
10334,22-Sep-1943,MTO,USA,12 AF,A36,NaN,"CAPACCIO",ITALY,40.421181,15.00565,ITALY,"AVELLINO","",,40.9,14.78,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
